ApsimVersion = 6.1
Title = Millet Sample Simulation
            day           year       sw_dep()  biomass_total    yield_total   mainstem_lai mainstem_biomass mainstem_yield    tiller1_lai tiller1_biomass  tiller1_yield    tiller2_lai tiller2_biomass  tiller2_yield    tiller3_lai tiller3_biomass  tiller3_yield    tiller4_lai tiller4_biomass  tiller4_yield    tiller5_lai tiller5_biomass  tiller5_yield
          (day)         (year)           (mm)            (?)            (?)      (m^2/m^2)          (kg/ha)        (kg/ha)      (m^2/m^2)         (kg/ha)        (kg/ha)      (m^2/m^2)         (kg/ha)        (kg/ha)      (m^2/m^2)         (kg/ha)        (kg/ha)      (m^2/m^2)         (kg/ha)        (kg/ha)      (m^2/m^2)         (kg/ha)        (kg/ha)
            145           1988        774.733          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            146           1988        774.105          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            147           1988        773.524          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            148           1988        772.979          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            149           1988        772.465          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            150           1988        771.975          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            151           1988        771.508          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            152           1988        771.059          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            153           1988        770.627          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            154           1988        770.212          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            155           1988        769.811          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            156           1988        769.424          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            157           1988        784.549          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            158           1988        785.427          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            159           1988        783.007          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            160           1988        780.832          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            161           1988        779.745          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            162           1988        778.890          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            163           1988        778.149          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            164           1988        777.478          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            165           1988        776.852          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            166           1988        776.255          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            167           1988        775.681          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            168           1988        775.122          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            169           1988        774.576          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            170           1988        774.041          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            171           1988        773.516          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            172           1988        773.003          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            173           1988        772.500          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            174           1988        772.010          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            175           1988        771.533          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            176           1988        771.070          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            177           1988        770.621          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            178           1988        770.188          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            179           1988        769.770          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            180           1988        769.367          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            181           1988        768.979          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            182           1988        768.606          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            183           1988        768.248          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            184           1988        767.904          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            185           1988        767.573          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            186           1988        767.312          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            187           1988        785.038          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            188           1988        802.124          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            189           1988        800.061          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            190           1988        797.977          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            191           1988        796.816          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            192           1988        795.825          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            193           1988        806.807          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            194           1988        805.621          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            195           1988        802.963          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            196           1988        800.226          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            197           1988        798.557          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            198           1988        797.037          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            199           1988        795.558          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            200           1988        794.085          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            201           1988        792.606          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            202           1988        791.121          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            203           1988        789.635          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            204           1988        795.017          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            205           1988        791.329          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            206           1988        789.430          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            207           1988        787.692          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            208           1988        786.068          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            209           1988        784.540          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            210           1988        783.098          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            211           1988        781.737          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            212           1988        780.455          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            213           1988        779.247          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            214           1988        778.113          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            215           1988        777.050          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            216           1988        776.055          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            217           1988        775.125          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            218           1988        774.258          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            219           1988        773.450          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            220           1988        772.697          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            221           1988        771.996          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            222           1988        771.344          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            223           1988        770.738          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            224           1988        770.172          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            225           1988        769.645          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            226           1988        769.154          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            227           1988        768.694          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            228           1988        768.263          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            229           1988        767.859          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            230           1988        767.478          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            231           1988        767.119          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            232           1988        766.780          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            233           1988        766.458          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            234           1988        766.152          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            235           1988        765.860          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            236           1988        785.218          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            237           1988        783.831          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            238           1988        781.330          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            239           1988        780.249          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            240           1988        779.408          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            241           1988        783.025          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            242           1988        780.429          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            243           1988        779.493          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            244           1988        778.698          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            245           1988        777.978          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            246           1988        777.307          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            247           1988        776.667          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            248           1988        776.049          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            249           1988        775.447          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            250           1988        774.860          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            251           1988        780.052          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            252           1988        777.624          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            253           1988        776.802          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            254           1988        776.047          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            255           1988        775.345          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            256           1988        784.457          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            257           1988        791.276          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            258           1988        789.752          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            259           1988        797.250          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            260           1988        795.319          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            261           1988        793.639          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            262           1988        792.443          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            263           1988        791.390          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            264           1988        790.392          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            265           1988        789.411          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            266           1988        788.427          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            267           1988        787.429          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            268           1988        786.415          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            269           1988        785.386          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            270           1988        784.346          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            271           1988        783.299          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            272           1988        784.507          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            273           1988        783.356          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            274           1988        782.236          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            275           1988        781.150          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            276           1988        780.101          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            277           1988        779.091          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            278           1988        778.124          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            279           1988        777.200          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            280           1988        776.322          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            281           1988        775.490          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            282           1988        774.702          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            283           1988        773.960          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            284           1988        773.262          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            285           1988        772.606          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            286           1988        771.990          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            287           1988        771.413          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            288           1988        770.872          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            289           1988        770.365          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            290           1988        769.889          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            291           1988        769.442          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            292           1988        769.023          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            293           1988        768.628          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            294           1988        768.255          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
            295           1988        767.903          0.000          0.000          0.000              0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0          0.000             0.0            0.0
