ApsimVersion = 6.0
Title = MelliodoraW30
           Date            day            lai        stem_wt        leaf_wt             fw             fn           rain     irrigation             es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)       sw_dep()             ft      plantleaf      plantstem        plantla   plantbiomass           swsi         plants           slai          no3()          nh4()     root_depth         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)         rlv(8)         rlv(9)        rlv(10)        rlv(11)        rlv(12)             ep             eo            rtr          sw150           petr           peta          ffasw         height       ftcanopy      sw_demand      sw_supply         runoff     cum_stress            esw       fwcanopy             ga        biomass           fvpd
     21/08/1898            233          0.026           14.1           42.2          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000       9216.346          0.000          305.4           58.8        155.155          0.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.423          0.000          0.000          0.000          0.027          1.000        319.143          0.675          0.028          0.000          0.000        136.467        100.000          0.000          0.037          114.2          1.000
     21/08/1899            233          0.218          208.1          351.1          0.005          1.000          2.300          0.000          0.439          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.569          1.000          0.000          0.000          0.000          0.000          0.000      53749.961          0.002          309.1           61.8        181.638          0.038          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          3.575          0.000          0.000          0.015          0.161          1.000        395.888          0.675          0.176          0.001          0.000         38.628        100.069          0.000          0.041          570.8          1.000
     21/08/1900            233          0.468          416.5          754.6          0.886          1.000          0.000          0.000          1.003          0.321          0.356          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1314.577          1.000          0.000          0.000          0.000          0.000          0.000      53033.082          0.001          293.4           65.2        301.081          0.033          0.035          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.330          3.583          0.000          0.000          0.053          0.320          1.000        451.680          0.275          0.373          0.330          0.000         22.632        125.077          0.000          0.043         1180.3          1.000
     21/08/1901            233          0.796          786.7         1283.2          1.000          0.989          0.000          0.000          2.115          0.468          0.452          0.408          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1360.494          1.000          0.000          0.000          0.000          0.000          0.000      62493.574          0.000          279.0           68.9        646.833          0.041          0.045          0.022          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.603          3.675          0.000          0.000          0.140          0.463          1.000        507.169          0.975          0.603          0.953          0.000          1.701        170.994          1.000          0.045         2070.3          1.000
     21/08/1902            233          0.026           16.7           42.6          0.000          1.000          5.300          0.000          0.100          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000       9441.645          0.000          312.9           71.3        155.114          0.008          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.746          0.000          0.000          0.000          0.028          1.000        308.404          0.800          0.028          0.000          0.000        145.545        100.000          0.000          0.037          117.3          1.000
     21/08/1903            233          0.834          827.4         1345.1          1.000          0.999          0.000          0.000          1.364          0.426          0.499          0.386          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1354.421          1.000          0.000          0.000          0.000          0.000          0.000      62492.891          0.000          305.0           73.4        433.376          0.042          0.049          0.008          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.490          2.430          0.000          0.000          0.083          0.406          1.000        513.467          0.675          0.490          0.829          0.000          3.867        164.921          1.000          0.045         2172.9          1.000
     21/08/1904            234          0.791          795.1         1275.5          0.758          1.000          0.000          0.000          0.581          0.319          0.421          0.405          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1332.645          1.000          0.000          0.000          0.000          0.000          0.000      62493.438          0.002          303.9           84.0        677.818          0.034          0.035          0.027          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.587          3.684          0.000          0.000          0.142          0.632          1.000        510.712          0.400          0.774          0.587          0.000          3.994        143.145          0.000          0.045         2074.1          1.000
     21/08/1905            233          0.442          452.7          713.7          0.205          1.000          0.000          0.000          0.364          0.197          0.365          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1298.293          1.000          0.000          0.000          0.000          0.000          0.000      62497.871          0.004          326.8           80.9        397.406          0.037          0.035          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.104          3.873          0.000          0.000          0.062          0.445          1.000        458.873          0.800          0.507          0.104          0.000         25.911        108.793          0.000          0.043         1172.3          1.000
     21/08/1906            233          0.345          381.4          556.3          1.000          1.000          0.000          0.000          2.858          0.313          0.338          0.380          0.300          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1311.118          1.000          0.000          0.000          0.000          0.000          0.000      62498.488          0.000          334.2           85.3        311.688          0.047          0.034          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.260          3.783          0.000          0.000          0.036          0.224          1.000        444.170          0.700          0.260          0.279          0.000         28.957        121.618          0.147          0.043          937.9          1.000
     21/08/1907            233          0.327          313.7          527.7          0.552          1.000          0.000          0.000          0.534          0.264          0.332          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1302.463          1.000          0.000          0.000          0.000          0.000          0.000      62498.977          0.002          347.1           92.3        301.099          0.044          0.018          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.171          3.882          0.000          0.000          0.036          0.273          1.000        427.992          0.800          0.309          0.171          0.000         31.873        112.963          0.000          0.042          843.9          1.000
     21/08/1908            234          0.638          756.8         1029.2          0.556          1.000          3.900          0.000          1.319          0.280          0.351          0.396          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1313.651          1.000          0.000          0.000          0.000          0.000          0.000      62494.055          0.003          324.2          102.6        839.132          0.029          0.028          0.027          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.330          3.974          0.000          0.000          0.112          0.482          1.000        505.941          0.750          0.594          0.330          0.000         19.486        124.151          0.000          0.045         1791.0          1.000
     21/08/1909            233          0.313          295.6          504.6          1.000          0.992         10.400          0.000          2.528          0.311          0.323          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1308.087          1.000          0.000          0.000          0.000          0.000          0.000      62499.094          0.000          345.1           98.5        248.575          0.054          0.008          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.185          3.239          0.000          0.000          0.024          0.161          1.000        422.227          0.850          0.185          0.242          0.000         23.297        118.587          0.620          0.042          800.3          1.000
     21/08/1910            233          0.460          421.1          741.4          0.838          1.000         11.700          0.000          0.393          0.286          0.433          0.381          0.301          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1321.809          1.000          0.000          0.000          0.000          0.000          0.000      62498.160          0.001          340.1          102.2        333.023          0.033          0.037          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.415          4.008          0.000          0.000          0.071          0.424          1.000        452.619          0.975          0.495          0.415          0.000         16.965        132.309          0.000          0.043         1164.0          1.000
     21/08/1911            233          0.105          162.9          169.0          0.000          1.000          0.700          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      54999.652          0.001          365.5          109.1        181.901          0.024          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.000          0.000          0.000          0.003          0.051          1.000        386.240          0.775          0.054          0.000          0.000         88.895        100.000          0.000          0.040          353.5          1.000
     21/08/1912            234          0.331          316.7          533.5          1.000          0.989          0.000          0.000          0.618          0.373          0.455          0.382          0.300          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1338.196          1.000          0.000          0.000          0.000          0.000          0.000      62498.957          0.000          377.0          112.2        343.912          0.025          0.021          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.289          3.970          0.000          0.000          0.034          0.254          1.000        427.408          0.675          0.289          0.626          0.000         36.419        148.696          1.000          0.042          850.4          1.000
     21/08/1913            233          0.505          478.3          813.8          0.684          1.000          0.000          0.000          0.514          0.297          0.403          0.380          0.300          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1318.527          1.000          0.000          0.000          0.000          0.000          0.000      62497.625          0.002          384.8          115.3        313.303          0.045          0.040          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.377          3.817          0.000          0.000          0.075          0.475          1.000        463.698          0.750          0.551          0.377          0.000         15.767        129.027          0.000          0.043         1294.9          1.000
     21/08/1914            233          0.144          150.9          232.5          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      52820.496          0.001          391.5          118.1        160.561          0.033          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.197          0.000          0.000          0.009          0.147          1.000        372.432          0.625          0.156          0.000          0.000         53.633        100.000          0.000          0.040          404.4          1.000
     21/08/1915            233          0.028           17.1           44.4          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000       9790.801          0.000          392.2          120.6        155.118          0.008          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.288          0.000          0.000          0.000          0.031          1.000        315.461          0.675          0.031          0.000          0.000        137.294        100.000          0.000          0.037          113.8          1.000
     21/08/1916            234          0.831          868.7         1339.9          1.000          0.996          4.000          0.000          1.834          0.499          0.390          0.384          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1348.760          1.000          0.000          0.000          0.000          0.000          0.000      62492.164          0.000          371.9          124.8        694.331          0.045          0.034          0.025          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.505          3.264          0.000          0.000          0.122          0.383          1.000        517.797          0.725          0.505          0.770          0.962          4.762        159.260          1.000          0.045         2209.1          1.000
     21/08/1917            233          0.180          277.5          289.9          0.312          1.000          0.000          0.000          1.427          0.218          0.322          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1293.902          1.000          0.000          0.000          0.000          0.000          0.000      62499.199          0.001          391.8          124.3        303.656          0.027          0.015          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.058          3.634          0.000          0.000          0.011          0.175          1.000        418.119          0.700          0.186          0.058          0.000         66.367        104.402          0.000          0.041          569.5          1.000
     21/08/1918            233          0.037           22.8           59.6          1.000          1.000          0.000          0.000          0.930          0.240          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1297.016          1.000          0.000          0.000          0.000          0.000          0.000      10024.322          0.000          415.1          136.4        155.146          0.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.035          4.087          0.000          0.000          0.001          0.034          1.000        322.424          0.975          0.035          0.098          0.000        134.596        107.516          1.000          0.037          142.5          1.000
     21/08/1919            233          0.169          250.3          272.1          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      62499.348          0.002          421.1          138.1        300.647          0.027          0.011          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.859          0.000          0.000          0.011          0.176          1.000        410.023          0.700          0.187          0.000          0.000         64.205        100.000          0.000          0.041          525.2          1.000
     21/08/1920            234          0.148          112.6          238.4          1.000          0.994          0.600          0.000          0.615          0.374          0.375          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1325.322          1.000          0.000          0.000          0.000          0.000          0.000      16383.740          0.000          425.9          140.8        301.687          0.018          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.084          2.260          0.000          0.000          0.004          0.080          1.000        351.534          0.575          0.084          0.467          0.000         61.683        135.822          1.000          0.039          395.0          1.000
     21/08/1921            233          0.231          194.1          372.3          1.000          0.993          0.000          0.000          0.493          0.355          0.494          0.427          0.301          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1355.134          1.000          0.000          0.000          0.000          0.000          0.000      21249.938          0.000          447.3          145.1        633.482          0.012          0.005          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.172          3.801          0.000          0.000          0.017          0.155          1.000        389.026          0.700          0.172          0.904          0.000         57.310        165.634          1.000          0.040          614.9          1.000
     21/08/1922            233          0.074           48.2          120.1          0.645          1.000          0.000          0.000          0.476          0.214          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1293.188          1.000          0.000          0.000          0.000          0.000          0.000      12499.953          0.000          466.2          156.8        160.725          0.014          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.048          3.932          0.000          0.000          0.002          0.072          1.000        319.665          0.300          0.074          0.048          0.000         93.282        103.687          0.000          0.037          220.4          1.000
     21/08/1923            233          0.073           51.5          118.5          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      17457.953          0.001          468.0          158.8        163.576          0.016          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.559          0.000          0.000          0.001          0.043          1.000        325.943          0.775          0.044          0.000          0.000         86.130        100.000          0.000          0.038          222.9          1.000
     21/08/1924            234          0.179          222.7          288.2          0.092          1.000          0.000          0.000          2.795          0.199          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1290.779          1.000          0.000          0.000          0.000          0.000          0.000      62499.484          0.002          475.0          162.8        218.805          0.037          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.017          4.172          0.000          0.000          0.013          0.170          1.000        401.018          0.850          0.183          0.017          0.000         53.667        101.279          0.000          0.041          513.7          1.000
     21/08/1925            233          0.212          248.3          342.4          1.000          1.000          6.100          0.000          0.905          0.323          0.321          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1309.659          1.000          0.000          0.000          0.000          0.000          0.000      62499.359          0.000          482.2          167.2        198.994          0.039          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.191          3.686          0.000          0.000          0.016          0.175          1.000        408.382          1.000          0.191          0.263          0.000         50.536        120.159          0.754          0.041          590.8          1.000
     21/08/1926            233          0.167          202.5          269.0          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      62499.574          0.002          490.8          169.4        198.000          0.035          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.993          0.000          0.000          0.012          0.201          1.000        393.827          1.000          0.213          0.000          0.000         52.817        100.000          0.000          0.041          474.2          1.000
     21/08/1927            233          0.446          499.5          719.9          0.186          1.000          0.000          0.000          0.336          0.201          0.360          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1298.008          1.000          0.000          0.000          0.000          0.000          0.000      62497.410          0.004          473.5          172.8        397.235          0.041          0.042          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.100          4.111          0.000          0.000          0.064          0.477          1.000        467.534          0.625          0.540          0.100          0.000         25.096        108.508          0.000          0.043         1225.5          1.000
     21/08/1928            234          0.623          639.1         1004.6          0.250          1.000          0.000          0.000          0.476          0.227          0.380          0.383          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1305.721          1.000          0.000          0.000          0.000          0.000          0.000      62495.758          0.005          460.6          174.6        620.011          0.035          0.031          0.019          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.208          4.413          0.000          0.000          0.138          0.692          1.000        489.950          0.950          0.830          0.208          0.000         11.722        116.221          0.000          0.044         1651.5          1.000
     21/08/1929            233          0.345          334.2          556.0          0.315          1.000          0.000          0.000          0.309          0.212          0.361          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1300.162          1.000          0.000          0.000          0.000          0.000          0.000      58445.191          0.002          469.1          174.4        532.048          0.029          0.030          0.007          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.129          4.376          0.000          0.000          0.048          0.364          1.000        433.159          0.850          0.412          0.129          0.000         30.715        110.662          0.000          0.042          897.9          1.000
     21/08/1930            233          0.415          384.2          670.0          1.000          1.000         16.000          0.000          1.417          0.322          0.330          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1310.887          1.000          0.000          0.000          0.000          0.000          0.000      62498.469          0.000          475.7          173.2        238.196          0.057          0.013          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.143          1.954          0.000          0.000          0.019          0.124          1.000        443.701          0.925          0.143          0.271          0.000         22.506        121.387          1.000          0.043         1054.4          1.000
     21/08/1931            233          0.137          178.0          221.1          0.000          1.000          0.000          0.000          0.000          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      62499.672          0.001          493.7          174.7        157.393          0.030          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.384          0.000          0.000          0.009          0.179          1.000        384.310          0.775          0.188          0.000          0.000         60.014        100.000          0.000          0.040          401.4          1.000
     21/08/1932            234          0.281          270.5          453.5          0.315          1.000          0.000          0.000          0.380          0.211          0.340          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1295.590          1.000          0.000          0.000          0.000          0.000          0.000      41871.387          0.002          506.4          174.6        300.884          0.029          0.022          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          3.936          0.000          0.000          0.028          0.226          1.000        416.101          0.875          0.254          0.080          0.000         43.742        106.090          0.000          0.041          743.8          1.000
     21/08/1933            233          0.136          105.8          219.2          1.000          0.993         10.900          0.000          1.207          0.338          0.324          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1312.240          1.000          0.000          0.000          0.000          0.000          0.000      32225.980          0.000          524.8          176.9        171.875          0.027          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.042          1.357          0.000          0.000          0.001          0.040          1.000        351.563          0.375          0.042          0.290          0.000         61.259        122.740          1.000          0.039          375.2          1.000
     21/08/1934            233          0.722          696.9         1163.8          0.810          1.000          0.000          0.000          0.966          0.345          0.398          0.381          0.301          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1325.420          1.000          0.000          0.000          0.000          0.000          0.000      62494.957          0.002          507.9          186.3        386.991          0.044          0.045          0.012          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.462          3.468          0.000          0.000          0.107          0.463          1.000        498.079          0.425          0.570          0.462          0.000          2.812        135.920          0.000          0.045         1863.3          1.000
     21/08/1935            233          0.082           91.9          132.4          0.000          1.000          0.000          0.000          0.144          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.500          1.000          0.000          0.000          0.000          0.000          0.000      35868.660          0.001          515.4          190.8        155.505          0.020          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.022          0.000          0.000          0.003          0.079          1.000        338.929          0.650          0.082          0.000          0.000         85.663        100.000          0.000          0.038          254.0          1.000
     21/08/1936            234          0.250          253.3          402.5          0.308          1.000          0.000          0.000          0.478          0.234          0.329          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1297.596          1.000          0.000          0.000          0.000          0.000          0.000      62499.332          0.002          534.2          191.7        300.916          0.035          0.019          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.106          3.717          0.000          0.000          0.022          0.323          1.000        410.953          0.775          0.345          0.106          0.000         33.433        108.096          0.000          0.041          658.8          1.000
     21/08/1937            233          0.410          450.4          661.5          0.224          1.000          0.700          0.000          0.341          0.213          0.347          0.384          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1299.468          1.000          0.000          0.000          0.000          0.000          0.000      62497.895          0.003          518.1          196.2        689.282          0.029          0.029          0.016          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.125          3.869          0.000          0.000          0.059          0.500          1.000        458.425          1.000          0.559          0.125          0.000         26.812        109.968          0.000          0.043         1117.2          1.000
